work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,company_location,company_size
2023,EN,FT,Data_Analyst,30000,USD,30000,US,S
2023,EN,FT,Data_Scientist,124234,USD,124234,US,M
2023,EN,FT,Data_Scientist,74540,USD,74540,US,M
2023,EN,FT,Data_Scientist,1060000,INR,12888,IN,S
2023,EN,FT,AI_Developer,120000,USD,120000,BA,S
2023,EN,FT,Business_Data_Analyst,12000,EUR,12877,GR,L
2023,EN,FT,Data_Engineer,160000,USD,160000,US,M
2023,EN,FT,Data_Engineer,135000,USD,135000,US,M
2023,EN,FT,Data_Scientist,50000,USD,50000,US,M
2023,EN,FT,Data_Engineer,160000,USD,160000,US,M
2023,EN,FT,Data_Engineer,135000,USD,135000,US,M
2023,EN,FT,Research_Engineer,160000,USD,160000,US,M
2023,EN,FT,Research_Engineer,120000,USD,120000,US,M
2023,EN,FT,Deep_Learning_Engineer,150000,USD,150000,US,M
2023,EN,FT,Deep_Learning_Engineer,120000,USD,120000,US,M
2023,EN,FT,Data_Engineer,160000,USD,160000,US,M
2023,EN,FT,Data_Engineer,135000,USD,135000,US,M
2023,EX,FT,Data_Scientist,258750,USD,258750,US,M
2023,EX,FT,Data_Scientist,185000,USD,185000,US,M
2023,EX,FT,Data_Engineer,220000,USD,220000,US,M
2023,EX,FT,Data_Engineer,205000,USD,205000,US,M
2023,EX,FT,Head_of_Data,329500,USD,329500,US,M
2023,EX,FT,Head_of_Data,269600,USD,269600,US,M
2023,EX,FT,Data_Engineer,145000,USD,145000,US,M
2023,EX,FT,Data_Engineer,115000,USD,115000,US,M
2023,EX,FT,Data_Engineer,175000,USD,175000,US,M
2023,EX,FT,Data_Engineer,110000,USD,110000,US,M
2023,EX,FT,Analytics_Engineer,221000,USD,221000,US,M
2023,EX,FT,Analytics_Engineer,153000,USD,153000,US,M
2023,EX,FT,Data_Scientist,200000,USD,200000,US,M
2023,EX,FT,Data_Scientist,145000,USD,145000,US,M
2023,EX,FT,Data_Architect,180000,USD,180000,US,M
2023,EX,FT,Data_Architect,155000,USD,155000,US,M
2023,EX,FT,Data_Engineer,286000,USD,286000,US,M
2023,EX,FT,Data_Engineer,207000,USD,207000,US,M
2023,EX,FT,Director_of_Data_Science,353200,USD,353200,US,M
2023,EX,FT,Director_of_Data_Science,249300,USD,249300,US,M
2023,EX,FT,Data_Scientist,145000,USD,145000,US,M
2023,EX,FT,Data_Scientist,100000,USD,100000,US,M
2023,EX,FT,Data_Engineer,265000,USD,265000,US,M
2023,EX,FT,Data_Engineer,235000,USD,235000,US,M
2023,EX,FT,Data_Engineer,194500,USD,194500,US,M
2023,EX,FT,Data_Engineer,115500,USD,115500,US,M
2023,EX,FT,Data_Scientist,200000,USD,200000,US,M
2023,EX,FT,Data_Scientist,145000,USD,145000,US,M
2023,EX,FT,Data_Engineer,210914,USD,210914,US,M
2023,EX,FT,Data_Engineer,116704,USD,116704,US,M
2023,EX,FT,Data_Engineer,167500,USD,167500,US,M
2023,EX,FT,Data_Engineer,106500,USD,106500,US,M
2023,EX,FT,Data_Engineer,310000,USD,310000,US,M
2023,EX,FT,Data_Engineer,239000,USD,239000,US,M
2023,EX,FT,Data_Engineer,310000,USD,310000,US,M
2023,EX,FT,Data_Engineer,239000,USD,239000,US,M
2023,EX,FT,Head_of_Data_Science,131899,GBP,160288,GB,M
2023,EX,FT,Head_of_Data_Science,104891,GBP,127467,GB,M
2023,EX,FT,Data_Engineer,310000,USD,310000,US,M
2023,EX,FT,Data_Engineer,239000,USD,239000,US,M
2023,EX,FT,Data_Engineer,235000,USD,235000,US,M
2023,EX,FT,Data_Engineer,210000,USD,210000,US,M
2023,EX,FT,Data_Engineer,210914,USD,210914,US,M
2023,EX,FT,Data_Engineer,116704,USD,116704,US,M
2023,EX,FT,Data_Engineer,284000,USD,284000,US,M
2023,EX,FT,Data_Engineer,236000,USD,236000,US,M
2023,EX,FT,Data_Analytics_Manager,155000,USD,155000,US,M
2023,EX,FT,Data_Analytics_Manager,140000,USD,140000,US,M
2023,EX,FT,Data_Engineer,175000,USD,175000,US,M
2023,EX,FT,Data_Engineer,110000,USD,110000,US,M
2023,EX,FT,Head_of_Data_Science,314100,USD,314100,US,M
2023,EX,FT,Head_of_Data_Science,195800,USD,195800,US,M
2023,EX,FT,Data_Engineer,200000,USD,200000,US,M
2023,EX,FT,Data_Engineer,145000,USD,145000,US,M
2023,EX,FT,Data_Engineer,310000,USD,310000,US,M
2023,EX,FT,Data_Engineer,239000,USD,239000,US,M
2023,EX,FT,Data_Scientist,300000,USD,300000,US,M
2023,EX,FT,Data_Scientist,200000,USD,200000,US,M
2023,EX,FT,Data_Engineer,196200,USD,196200,US,M
2023,EX,FT,Data_Engineer,150900,USD,150900,US,M
2023,MI,CT,ML_Engineer,30000,USD,30000,US,S
2023,MI,CT,ML_Engineer,25500,USD,25500,US,S
2023,MI,FT,,,USD,150000,US,M
2023,MI,FT,Data_Analyst,110000,USD,110000,US,M
2023,MI,FT,Data_Engineer,162500,USD,162500,US,M
2023,MI,FT,Data_Engineer,130000,USD,130000,US,M
2023,MI,FT,Data_Analyst,105380,USD,105380,US,M
2023,MI,FT,Data_Analyst,64500,USD,64500,US,M
2023,MI,FT,Data_Scientist,510000,HKD,65062,HK,L
2023,MI,FT,Applied_Machine_Learning_Engineer,65000,EUR,69751,DE,S
2023,MI,FT,Machine_Learning_Engineer,90000,EUR,96578,NL,L
2023,MI,FT,Data_Analytics_Manager,155000,USD,155000,US,M
2023,MI,FT,Data_Analytics_Manager,140000,USD,140000,US,M
2023,MI,FT,Data_Engineer,100000,USD,100000,US,M
2023,MI,FT,Data_Engineer,70000,USD,70000,US,M
2023,MI,FT,Data_Engineer,100000,USD,100000,US,M
2023,MI,FT,Data_Engineer,70000,USD,70000,US,
2023,MI,FT,Business_Data_Analyst,105000,USD,105000,US,L
2023,MI,FT,Applied_Data_Scientist,1700000,INR,20670,IN,L
2023,MI,FT,Data_Analyst,38000,GBP,46178,GB,M
2023,MI,FT,Data_Analyst,35000,GBP,42533,GB,M
2023,MI,FT,Data_Engineer,162500,USD,162500,US,M
2023,MI,FT,Data_Engineer,130000,USD,130000,US,M
2023,MI,FT,Data_Scientist,55000,GBP,66837,,M
2023,MI,FT,Data_Scientist,45000,GBP,54685,GB,M
2023,MI,FT,ETL_Engineer,70000,GBP,85066,,M
2023,MI,FT,ETL_Engineer,47500,GBP,57723,GB,M
2023,MI,FT,Machine_Learning_Engineer,300000,USD,300000,US,M
2023,MI,FT,Machine_Learning_Engineer,250000,USD,250000,US,M
2023,MI,FT,Research_Engineer,230000,USD,230000,US,M
2023,MI,FT,Research_Engineer,200000,USD,200000,US,M
2023,MI,FT,Data_Engineer,180000,USD,,US,M
2023,MI,FT,Data_Engineer,130000,USD,130000,US,M
2023,MI,FT,AI_Developer,100000,SGD,75020,FI,M
2023,MI,FT,AI_Developer,200000,USD,200000,US,M
2023,MI,FT,Machine_Learning_Engineer,280700,USD,280700,US,M
2023,MI,FT,Machine_Learning_Engineer,150450,USD,150450,US,M
2023,MI,FT,Data_Scientist,93918,USD,93918,US,M
2023,,FT,Data_Scientist,51962,USD,,US,M
2023,MI,FT,Big_Data_Engineer,45000,EUR,48289,ES,M
2023,MI,FT,Data_Analyst,90000,USD,90000,US,M
2023,MI,FT,Data_Analyst,75000,USD,75000,US,M
2023,MI,FT,Research_Scientist,161200,GBP,195895,GB,M
2023,MI,FT,Research_Scientist,84570,GBP,102772,GB,M
2023,,FT,Data_Specialist,130000,USD,130000,US,M
2023,MI,FT,Data_Specialist,80000,USD,80000,US,M
2023,MI,,Data_Scientist,180000,USD,180000,US,M
2023,MI,FT,Data_Scientist,140000,USD,140000,US,M
2023,MI,FT,Lead_Data_Analyst,68000,USD,68000,US,L
2023,MI,FT,Data_Engineer,125000,USD,125000,US,M
2023,MI,FT,Data_Engineer,90000,USD,90000,US,M
2023,MI,FT,Data_Manager,135000,USD,135000,US,M
2023,MI,FT,Data_Manager,120000,USD,120000,US,M
2023,MI,FT,Data_Analyst,182500,USD,182500,US,M
2023,MI,FT,Data_Analyst,101500,USD,121500,US,M
2023,MI,FT,Data_Analyst,90000,GBP,72914,GB,M
2023,MI,FT,Data_Analyst,121500,USD,121500,US,M
2023,MI,FT,Data_Analyst,60000,GBP,72914,GB,M
2023,MI,FT,Data_Analyst,45000,GBP,54685,GB,M
2023,MI,FT,Data_Architect,167500,USD,167500,US,M
2023,MI,FT,Data_Architect,106500,USD,106500,US,M
2023,MI,FT,Data_Engineer,146000,USD,146000,US,M
2023,MI,FT,Data_Engineer,75000,USD,75000,US,M
2023,MI,FT,Machine_Learning_Scientist,230000,USD,230000,US,M
2023,MI,FT,Machine_Learning_Scientist,220000,USD,220000,US,M
2023,MI,FT,Research_Scientist,210000,USD,210000,US,M
2023,MI,FT,Research_Scientist,151800,USD,151800,US,M
2023,MI,FT,MLOps_Engineer,134000,USD,135000,US,L
2023,MI,FT,MLOps_Engineer,124000,USD,104000,US,L
2023,MI,FT,MLOps_Engineer,134000,USD,134000,US,M
2023,MI,FT,MLOps_Engineer,124000,USD,124000,US,M
2023,MI,FT,Data_Architect,167500,USD,167500,US,M
2023,MI,FT,Data_Architect,106500,USD,106500,US,M
2023,MI,FT,Machine_Learning_Engineer,135000,USD,135000,US,L
2023,MI,FT,Data_Engineer,143865,USD,143865,US,M
2023,MI,FT,Data_Engineer,115092,USD,115092,US,M
2023,MI,FT,Machine_Learning_Engineer,130000,USD,130000,US,M
2023,MI,FT,Machine_Learning_Engineer,90000,USD,90000,US,M
2023,MI,FT,Data_Engineer,149600,USD,149600,US,M
2023,MI,FT,Data_Engineer,102000,USD,102000,US,M
2023,MI,FT,Data_Scientist,90000,EUR,96578,IE,M
2023,MI,FT,Data_Scientist,75000,EUR,80481,IE,M
2023,MI,FT,Data_Analyst,128000,USD,128000,US,M
2023,MI,FT,Data_Analyst,85000,USD,85000,US,M
2023,MI,FT,Data_Engineer,151000,USD,151000,US,M
2023,MI,FT,Data_Engineer,140000,USD,140000,US,M
2023,MI,FT,Data_Analyst,154000,USD,154000,US,M
2023,MI,FT,Data_Analyst,143000,USD,143000,US,M
2023,MI,FT,Data_Scientist,65000,GBP,78990,GB,M
2023,MI,FT,Data_Scientist,42000,GBP,51039,GB,M
2023,MI,FT,Data_Scientist,70000,GBP,85066,GB,M
2023,MI,FT,Data_Scientist,42000,GBP,51039,GB,M
2023,MI,FT,Data_Scientist,90000,GBP,109371,GB,M
2023,MI,FT,Data_Scientist,60000,GBP,72914,GB,M
2023,MI,FT,Data_Engineer,75000,USD,75000,US,M
2023,MI,FT,Data_Engineer,60400,USD,60400,US,M
2023,MI,FT,Data_Scientist,56000,EUR,60093,DE,M
2023,MI,FT,Data_Analyst,83500,USD,83500,US,M
2023,MI,FT,Data_Analyst,52500,USD,52500,US,M
2023,MI,FT,Data_Engineer,90000,USD,90000,US,M
2023,MI,FT,Data_Engineer,90000,USD,90000,US,M
2023,MI,FT,Data_Engineer,145000,USD,145000,US,M
2023,MI,FT,Data_Engineer,120000,USD,120000,US,M
2023,MI,FT,Data_Analyst,206000,USD,206000,US,M
2023,MI,FT,Data_Analyst,130000,USD,130000,US,M
2023,MI,FT,Data_Analyst,160000,USD,160000,US,M
2023,MI,FT,Data_Analyst,112000,USD,112000,US,M
2023,MI,FT,Data_Engineer,162500,USD,162500,US,M
2023,MI,FT,Data_Engineer,130000,USD,130000,US,M
2023,MI,FT,Data_Scientist,145000,USD,145000,US,M
2023,MI,FT,Data_Scientist,100000,USD,100000,US,M
2023,MI,FT,Data_Scientist,145000,USD,145000,US,M
2023,MI,FT,Data_Scientist,100000,USD,100000,US,M
2023,MI,FT,Data_Analyst,100000,USD,100000,US,M
2023,MI,FT,Data_Analyst,85000,USD,85000,US,M
2023,MI,FT,Data_Engineer,70000,GBP,85066,GB,M
2023,MI,FT,Data_Engineer,47500,GBP,57723,GB,M
2023,MI,FT,Data_Engineer,140000,USD,140000,US,M
2023,MI,FT,Data_Engineer,95000,USD,95000,US,M
2023,MI,FT,Financial_Data_Analyst,130000,USD,130000,US,L
2023,MI,FT,Data_Analyst,75000,USD,75000,US,M
2023,MI,FT,Data_Analyst,65000,USD,65000,US,M
2023,MI,FT,ML_Engineer,160000,USD,160000,US,M
2023,MI,FT,ML_Engineer,147000,USD,147000,US,M
2023,MI,FT,Software_Data_Engineer,100000,SGD,75020,SG,L
2023,MI,FT,Data_Scientist,1400000,INR,17022,IN,L
2023,MI,FT,Lead_Data_Analyst,1500000,INR,18238,IN,L
2023,MI,FT,Machine_Learning_Engineer,250000,USD,250000,US,M
2023,MI,FT,Machine_Learning_Engineer,150000,USD,150000,US,M
2023,MI,FT,Analytics_Engineer,185700,USD,185700,US,M
2023,MI,FT,Analytics_Engineer,165000,USD,165000,US,M
2023,MI,FT,Data_Scientist,55000,EUR,59020,ES,M
2023,MI,FT,Data_Scientist,45000,EUR,48289,ES,M
2023,MI,FT,Data_Engineer,70000,EUR,75116,SI,M
2023,MI,FT,Data_Engineer,45000,EUR,48289,SI,M
2023,MI,FT,Data_Scientist,128750,USD,128750,US,M
2023,MI,FT,Data_Scientist,106250,USD,106250,US,M
2023,MI,FT,Data_Analytics_Manager,155000,USD,155000,US,M
2023,MI,FT,Data_Analytics_Manager,140000,USD,140000,US,M
2023,MI,FT,Data_Analyst,130000,USD,130000,CA,M
2023,MI,FT,Data_Analyst,100000,USD,100000,CA,M
2023,MI,FT,Data_Science_Manager,104500,USD,104500,US,M
2023,MI,FT,Data_Science_Manager,70000,USD,70000,US,M
2023,MI,FT,Data_Science_Consultant,90000,USD,90000,US,M
2023,MI,FT,Data_Science_Consultant,70000,USD,70000,US,M
2023,MI,FT,Research_Scientist,185000,USD,185000,US,M
2023,MI,FT,Research_Scientist,125000,USD,125000,US,M
2023,MI,FT,Data_Scientist,200000,USD,200000,US,M
2023,MI,FT,Data_Scientist,150000,USD,150000,US,M
2023,MI,FT,Data_Engineer,72000,USD,72000,MX,M
2023,MI,FT,Data_Engineer,60000,USD,60000,MX,M
2023,MI,FT,Data_Engineer,260000,USD,260000,US,M
2023,MI,FT,Data_Engineer,175000,USD,175000,US,M
2023,MI,FT,Research_Scientist,340000,USD,340000,US,M
2023,MI,FT,Research_Scientist,150000,USD,150000,US,M
2023,MI,FT,Data_Engineer,250000,USD,250000,US,M
2023,MI,FT,Data_Engineer,175000,USD,175000,US,M
2023,MI,FT,Data_Scientist,60000,EUR,64385,FR,M
2023,MI,FT,Data_Engineer,146000,USD,146000,US,M
2023,MI,FT,Data_Engineer,75000,USD,75000,US,M
2023,MI,FT,Data_Engineer,149600,USD,149600,US,M
2023,MI,FT,Data_Engineer,102000,USD,102000,US,M
2023,MI,FT,Data_Analyst,80000,GBP,97218,GB,M
2023,MI,FT,Data_Analyst,40000,GBP,48609,GB,M
2023,MI,FT,Data_Engineer,145000,USD,145000,US,M
2023,MI,FT,Data_Engineer,125000,USD,125000,US,M
2023,MI,FT,Data_Scientist,150000,USD,150000,US,M
2023,MI,FT,Data_Scientist,97750,USD,97750,US,M
2023,MI,FT,Data_Scientist,116990,USD,116990,US,M
2023,MI,FT,Data_Scientist,82920,USD,82920,US,M
2023,MI,FT,Machine_Learning_Scientist,200000,USD,200000,US,S
2023,MI,FT,Machine_Learning_Scientist,125000,USD,125000,US,S
2023,MI,FT,Machine_Learning_Infrastructure_Engineer,205920,USD,205920,US,M
2023,MI,FT,Machine_Learning_Infrastructure_Engineer,171600,USD,171600,US,M
2023,MI,FT,Data_Engineer,154000,USD,154000,US,M
2023,MI,FT,Data_Engineer,116000,USD,116000,US,M
2023,MI,FT,Data_Analyst,65000,GBP,78990,GB,M
2023,MI,FT,Data_Analyst,36050,GBP,43809,GB,M
2023,MI,FT,Data_Engineer,200000,USD,200000,US,M
2023,MI,FT,Data_Engineer,120000,USD,120000,US,M
2023,MI,FT,Data_Engineer,105000,GBP,127599,GB,M
2023,MI,FT,Data_Engineer,85000,GBP,103294,GB,M
2023,MI,FT,Data_Analytics_Manager,155000,USD,155000,US,M
2023,MI,FT,Data_Analytics_Manager,140000,USD,140000,US,M
2023,MI,FT,Research_Scientist,185000,USD,185000,US,M
2023,MI,FT,Research_Scientist,125000,USD,125000,US,M
2023,MI,FT,Machine_Learning_Engineer,200000,USD,200000,US,M
2023,MI,FT,Machine_Learning_Engineer,175000,USD,175000,US,M
2023,MI,FT,Data_Scientist,40000,USD,40000,FR,L
2023,MI,FT,Data_Engineer,140000,USD,140000,US,M
2023,MI,FT,Data_Engineer,100000,USD,100000,US,M
2023,MI,FT,Insight_Analyst,42000,GBP,51039,GB,M
2023,MI,FT,Insight_Analyst,35000,GBP,42533,GB,M
2023,MI,FT,Applied_Machine_Learning_Engineer,130000,USD,130000,US,M
2023,MI,FT,AI_Scientist,36000,EUR,38631,ES,L
2023,MI,FT,Deep_Learning_Engineer,150000,USD,150000,US,M
2023,MI,FT,Deep_Learning_Engineer,100000,USD,100000,US,M
2023,MI,FT,Data_Engineer,95000,GBP,115447,GB,L
2023,MI,FT,Data_Infrastructure_Engineer,190000,USD,190000,US,M
2023,MI,FT,Data_Infrastructure_Engineer,160000,USD,160000,US,M
2023,MI,FT,Data_Infrastructure_Engineer,190000,USD,190000,US,M
2023,MI,FT,Data_Infrastructure_Engineer,183310,USD,183310,US,M
2023,MI,FT,Machine_Learning_Engineer,148500,USD,148500,US,M
2023,MI,FT,Machine_Learning_Engineer,126277,USD,126277,US,M
2023,MI,FT,Data_Analyst,80000,USD,80000,US,M
2023,MI,FT,Data_Analyst,60000,USD,60000,US,M
2023,MI,FT,Data_Engineer,140000,USD,140000,US,M
2023,MI,FT,Data_Engineer,120000,USD,120000,US,M
2023,MI,FT,Data_Analyst,90000,GBP,109371,HR,M
2023,MI,FT,Data_Analyst,60000,GBP,72914,HR,M
2023,MI,FT,Data_Engineer,125000,USD,125000,US,M
2023,MI,FT,Data_Engineer,90000,USD,90000,US,M
2023,MI,FT,Data_Engineer,120000,USD,120000,US,M
2023,MI,FT,Data_Engineer,90000,USD,90000,US,M
2023,MI,FT,Data_Science_Lead,60000,GBP,72914,GB,M
2023,MI,FT,Data_Science_Lead,50000,GBP,60761,GB,M
2023,MI,FT,Machine_Learning_Engineer,40000,GBP,48609,GB,M
2023,MI,FT,Data_Analyst,165000,USD,165000,US,M
2023,MI,FT,Data_Analyst,124000,USD,124000,US,M
2023,MI,FT,Data_Scientist,170000,USD,170000,US,M
2023,MI,FT,Data_Scientist,120000,USD,120000,US,M
2023,MI,FT,Product_Data_Analyst,1350000,INR,16414,IN,L
2023,MI,FT,Data_Analyst,125000,USD,125000,US,M
2023,MI,FT,Data_Analyst,105000,USD,105000,US,M
2023,MI,FT,Data_Analyst,90000,GBP,109371,GB,M
2023,MI,FT,Data_Analyst,70000,GBP,85066,GB,M
2023,MI,FT,Data_Analyst,110000,USD,110000,US,M
2023,MI,FT,Data_Analyst,95000,USD,95000,US,M
2023,MI,FT,Machine_Learning_Engineer,36000,USD,36000,MX,S
2023,MI,FT,Machine_Learning_Engineer,100000,GBP,121523,GB,M
2023,MI,FT,Machine_Learning_Engineer,80000,GBP,97218,GB,M
2023,MI,FT,Machine_Learning_Engineer,120000,GBP,145828,GB,M
2023,MI,FT,Machine_Learning_Engineer,100000,GBP,121523,GB,M
2023,MI,FT,Data_Engineer,55000,GBP,66837,GB,M
2023,MI,FT,Data_Engineer,52000,GBP,63192,GB,M
2023,MI,FT,Data_Analyst,50000,GBP,60761,GB,M
2023,MI,FT,Data_Analyst,45000,GBP,54685,GB,M
2023,MI,FT,Data_Scientist,151410,USD,151410,US,M
2023,MI,FT,Data_Scientist,115360,USD,115360,US,M
2023,MI,FT,Data_Engineer,62000,EUR,66531,ES,M
2023,MI,FT,Data_Engineer,55000,EUR,59020,ES,M
2023,MI,FT,Research_Scientist,85000,USD,85000,US,M
2023,MI,FT,Research_Scientist,70000,USD,70000,US,M
2023,MI,FT,Data_Engineer,162500,USD,162500,US,M
2023,MI,FT,Data_Engineer,130000,USD,130000,US,M
2023,MI,FT,Machine_Learning_Engineer,110000,USD,110000,US,L
2023,MI,FT,Data_Analyst,130000,USD,130000,US,M
2023,MI,FT,Data_Analyst,100000,USD,100000,US,M
2023,MI,FT,Data_Analyst,150000,USD,150000,US,M
2023,MI,FT,Data_Analyst,100000,USD,100000,US,M
2023,MI,FT,Machine_Learning_Engineer,180000,USD,180000,US,M
2023,MI,FT,Machine_Learning_Engineer,150000,USD,150000,US,M
2023,MI,FT,Data_Analyst,103200,USD,103200,US,M
2023,MI,FT,Data_Analyst,61200,USD,61200,US,M
2023,MI,FT,Head_of_Data_Science,5000000,INR,60795,IN,L
2023,MI,FT,Data_Science_Manager,220000,USD,220000,US,M
2023,MI,FT,Data_Science_Manager,195000,USD,195000,US,M
2023,MI,FT,Data_Analyst,206000,USD,206000,US,M
2023,MI,FT,Data_Analyst,160000,USD,160000,US,M
2023,MI,FT,Data_Analyst,109000,USD,109000,US,M
2023,MI,FT,Data_Analyst,79000,USD,79000,US,M
2023,MI,FT,Machine_Learning_Engineer,50000,USD,50000,AM,S
2023,MI,FT,Data_Engineer,120000,USD,120000,US,M
2023,MI,FT,Data_Engineer,95000,USD,95000,US,M
2023,MI,FT,Data_Engineer,250000,USD,250000,US,M
2023,MI,FT,Data_Engineer,175000,USD,175000,US,M
2023,MI,FT,Data_Analyst,80000,USD,80000,US,M
2023,MI,FT,Data_Analyst,52500,USD,52500,US,M
2023,MI,FT,Data_Analyst,90000,USD,90000,US,M
